session_id,GENERAL / Type,CAMP / camp_id,TIME DATA / start_time,TIME DATA / end_time,ASSESS / goals,ASSESS / highlighted,ASSESS / best,ASSESS / To Work,ASSESS / assessment_boolean,GENERAL / Results,ASSESS / Standard move,audionotes,ASSESS / Wind Pattern
cw24ea6ASiGelD0-bHqmnA,Training,cKL1Uo11QDWnwEfu0vz39Q,"12/11/2025, 1:33:00 p. m.","12/11/2025, 4:30:00 p. m.",,,"- Entradas mas explosivas a las viradas
- Mejor comunicación y adaparnos a tener un plan e ir construyendo en esa linea

TIPO DE DIA:
8 a 12 
Muy up and down con borneos muy grandes y parches tricky","- Hablar del tipo de largada: Hoy era linea chica cancha chica y borneos de +20. Era largada a definir, la última fase que entraba definia que hacianos.
- Tipo de largada tecnica: Cuando esta tan arrachado no se puede esperar tan sobre la linea. Pero tampoco tan lejos por si hay un role muy grande no llegar.
- Cuerpos y confiar mas en el barco, no ir tan conservadores.
- Preguntar si viene… Que hacemos.
- Cals del estilo, hay calma adelante estoy listo para ir.
- Mirar no solo en frente, sino mas hacia la boya y por la nuca.
- Llevar la mayor con un poco mas de vang en promedio.
- Derivadas buscar hacer todo con + tiempo.
- Mas info durante la largada y tienpo cada 10 seg.
- Usar cortitos de foque para mantener la proa en rango y con presion, y no usar movimientos mas largos que rebota la proa entre los extremos.
- Pedir a maxi que revise el foque, en que momentos apretar + (hoy abierto en promedio)",,,,,
K1KcspvrTNKzh9ANlitCJQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"13/11/2025, 4:20:00 p. m.","13/11/2025, 6:15:00 p. m.",,,,"- Lockear el barco en la ceñida movimientos chicos.
- Esperar mas cerca de la linea, usar la pegada corta en la linea y no en pegar tan para adelante.
- No hacer ruido
- Virada ir un poco mas lento y dejar a maxi girar y desp desde ahi pegar y mirar para adelante.
- Mover manos sobre la escota antes de la racha o calma para tener registro.
-  Mirar para otros barcos y jugar con la mayor buscando la mejor progresión.


Tipo de dia:
- Con presion y por los extremos pero evitando posos. 
",,,,,
xIBDvPAdSJaQXRklTAm6WQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"15/11/2025, 4:44:00 p. m.","15/11/2025, 6:44:00 p. m.",,,"- Mejor las arriadas y las salidas de las arriadas
- Puesta a punto buena nos deja meter la mayor en esa condicion leach in the hand y el barco no se apaga.

Tipo de dia:
- Osilante y con parches grandes
- leach in the hand 6 - 8 
- Crossover vang
- Tendencia a bajar el viento
","- Gibe set dejar mas espacio a maxi ir mas a proa
- Deribada ponerle foco a entrar un poco mas tarde al ala
- Virada manteniendo la mayor mas cazada y entrando antes va mejor seguir en esa linea
- Tratar de hablar cuando vamos a ir a un lane como estamos saliendo para adaptar la maniobra al lane. ej. Tiro lane corto entonces se hace la virada y se lo saca con mas grip.",,,,,
Lv-eP1faTjatH9EVC5gtlQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"19/11/2025, 4:30:00 p. m.","19/11/2025, 6:05:00 p. m.",,,"Mas a popa en cenida. Me libera la proa y bo tengo q timonearlo tanto en las olas.
(Referencia mi pie de atras el dedo chico en la marquita amarilla del ala de buenas)

Virada c descuento de tiempo rapido. Sin pensarla mucho. Salir a popa ya puesto. Tadeo agarrar la dona antes en la entrada(asi maxi no duda de tirarlo)

En popa mas plano, q me descargue, para q cuando pega racha me va solo para abajo, y dsp c un poco de esfuerzo de timon en la calma hago q no se me baje la proa. 


Viento: 10 a 15
Tendencia a levantar y mas ola mas afuera. 

Puesta a punto:
 Primarios: 16
Bajos: - 3 
Altos: Base (21)
Orza: 3 dedos up

Foque:
Carro: 4
Foque altura: Bajo
Gancho: Arriba
",Gybes,,,,,
s0pKCv52RsGB8LoVZL7dVw,Training,cKL1Uo11QDWnwEfu0vz39Q,"21/11/2025, 9:30:00 a. m.","21/11/2025, 11:00:00 a. m.","- Mirar el agua y decir si viene negada o prestada
- Navegar lane alto sin que se frene maxi y yo ir mas tarde que la proa. Ir timeando eso.
- Ceñida salir rapido y a popa post viradas para poner el barco en numeros rapido. Ir viendo cuanta main soltar.",,"- Arriadas y orzadas y salir ya puestos mucho mejor.
- Mejor las viradas maxi mas rapido yo mostrarme antes listo para ir, salir rapido y a popa y que sea banda a banda sin pausa.","- Derivadas: porque se clavan los controles + hablar de que viento nos encontramos antes y durante la maniobra
- trapecios de este barco estan raros los largos y regulaciones
- En popa porque pasa lo de los colapsos de globo ver como anticipar 
- Viradas: Sentir la forma de cuando abris para saltar pisar el pie de atras para ayudar a que gire.
",,,,,
Y66XnYllTeiSg85PfGATCw,Training,cKL1Uo11QDWnwEfu0vz39Q,"22/11/2025, 5:37:00 p. m.","22/11/2025, 7:14:00 p. m.",,,Salir c los pies en la trasluchada como si fuera un ocho para engancharme mas facil,"- viradas conteo mas corto buscar explotar en el inicio 
- trasluchadas subirse un clic antes de ir si es que la dona esta muy arriba 
- Encontrar en ese planing el finito y a popa con balance entre timon y fino mayor
- Cuando entra un poco mas fuerte el planing mejora con un pelo de foque in.
- En los 8 trabajar las deribadas manteniendo los dos afuera asi acelera Y después empezar a  meterse 
- Arriadas disparando primero y manteniendo rapido va muy bien, desp salir con foque y rapido a los controles
- Si sobra tiempo en la arriada lo primero es acomodar las escotas de globo",,,,,
jZJl5kumQZCPKxTStYPsfg,Training,cKL1Uo11QDWnwEfu0vz39Q,"25/11/2025, 4:45:00 p. m.","25/11/2025, 7:40:00 p. m.",,,"- linea recta en ceñida
- momento de apretar el cuni
- acelerar en la misma linea
- pesos mas a popa pero buscar en los momentos para mantener medio a proa
- mirar foque y buscar ese clic mas para que la proa sea un cuchillo 
- Manos cerca en el triming y finito, lidera la mano de adelante
- Viradas deslisar el pie de atras y usar la mano del trapecio para tirar 
- hacer rapido la mordaza en la dona con la escota de mayor para saltar en time
- Pasar mas explosivo y antes el globo en la trasluchada
- Sentir en ceñida cuando es soltar y que la proa caiga un poco para acelerar y cuando ir a buscar subir la proa y que acelere para arriba. Sensacion de contra ola en ceñida

diferenciar marginal planning ( q en cenida tengo q ir jugando c el foque para no perder la linea en las calmas y apretando bien cuando lo disparamos para adelante. Aca se vuelve importante tmb la soltada de foque en las viradas y cuanto soltarlo es importante tmb) a planning que ya no tengo q jugar c el foque en cenida. Y aca entra en juego el diferenciar si me acelera soltando mayor o por ejemplo en la probada q lo llevamos mas contraescorado aceleraba orzando!!

Cuando se me apaga tocar para abajo y para arriba rapido denuevo tanto en popa como en cenida.

En popa conectar la soltada de mayor c la soltada de globo para q dispare. Buscar ahi sensacion similar a la de cenida q es todo chiquitito.

Empujar c el pie de atras q desliza al ala en las viradas. C el pie ese y la mano en la dona es q genero la fuerza para entrar.

Virada sin pausa en el medio. Girando mas rapido y poniendo foco a la entrada.

Gybes girar mas rapido en la salida. Poner pies tipo en el ocho para engancharme mas rapido tmb. ","- estandarizado mejor cuantos controles poner y mirar más el shape de la mayor
- post arrnacada el momento para el cuni
- ver foque post viradas

Tensiones viento 11-14

Med: 35
Alto: 20
Bajo: 21

Vueltas: med 13 
Turn: 13

Bajo: -3
Turn: 2.0

Alto base 
",,,,,
dIXE2A.WQwe.c2yz62ffiQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"26/11/2025, 10:06:00 p. m.","25/11/2025, 10:06:00 p. m.",,,"- viradas tadeo mas rapido maxi apretar mas timon
- salida tadeo gusaneada ian. Pegado al ala y para abajo
- triming de foque buscando la proa cuchillo
- sensación de volado
- punto de foque post virada: + pasada de foque
- maxi limpiar foque con mano en el timon
- tiempo countdown, prioridades dentro de los tiempos 
- en los shoot tiempo avisar a maxi y priorizar volver antes, feedback post shoot
- no solo hablar de linea recta buscar aportar en la geometria de la cancha
- sensacion voladora buscar foque mas bajo, cuando la proa loca. Aorcar cabo altura
- preguntar como esta evolucionando el viento
- mind set - principios del dia llegada al club
- comida en el agua y post resolver
",,,,,,
VTELenMnS5WQI9luMkBtCg,Training,cKL1Uo11QDWnwEfu0vz39Q,"28/11/2025, 3:00:00 p. m.","28/11/2025, 4:47:00 p. m.",,,"Aprendisajes:
- Altura de trapecio ceñida y popa lo mas bajo dentro de lo alto conservador
- poder navegar en ceñida en una altura que la mayor no nos tenga que tener para no pegar las olas
- apretar mayor en popa
- trasluchada buscar apretar el cambio de escotas
- soltar la mayor maxi fino para que no se frene en la arrida
- Arriar lo mas a popa posible
- soltar mayor en la orzada
- apretar foque para que mande la orzada
- ultima trasluchada ya subirse de trapecio
- buscar girar mas rapido en las viradas
",,,,,,
LVnlvnxQQAKokTQn1Ii3iQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"29/11/2025, 9:57:00 a. m.","29/11/2025, 11:57:00 a. m.",,,"18-20kn c calmones

Vang para powerear cuando calmo

Comunicacion popa (mas al estilo cenida)

Marquitas altura foque.

Derivar mas alto de trap. Y mantener contraescora durante soltada de controles. 

Arriadas. Soltar antes y soltar mas antes de orzar para orzar contraescorado.

Gybes. Mas suave el inicio cuando esta plano y voy muy plano. 

Ojo cunni cazado en popa.

Viradas. Confiar y fuerte a la dona. Y mas fuerte de timon.

En las izadas no meterme, quedarme al strap. Y barco a nros mas rapido.

No podemos orzar el gate y q la prioridad no sea poner el foque dnde va.

Hablar mas del big picture

El call de “controlamos y vamos” antes de virar cuando no tengo mayor. Y call “lo tengo”.









",,,,,,
o9rDbreETN6OY8QejSyXkA,Training,cKL1Uo11QDWnwEfu0vz39Q,"30/11/2025, 8:40:00 a. m.","30/11/2025, 11:10:00 a. m.",,,,"Macro proyecto: 
- responsabilidades barco: delimitar los roles y el control periodico de las cosas.

- Anotar daily las cosas que se rompieron:
- y las cosas a arreglar 


Tecinico del dia:
- leer los momentos que se va a venir una proa loca
- tratar de anticiparlos pero no cargando mas la mayor
- leer la levantada de la lana de sota
- Cuando viene un cambio grande anticipar a maxi y precisar que es, sos vos con timon, te lo cargo y hacemos 50% o es chico con timon
- Call de lo tengo podes sacar la cabeza, call lo controlamos y vamos
- Call post izada cuando quieras ir estoy - ayudando a preeveer layline
- Practicar layline y arriada natan. Arriar y seguir navegando doble trap y orzar en ese mood

Cambios en el set up:
- pre regata - hablar de como está evolucionando la condición 
- cambio de condicion como nos adaptamos que tocariamos o que es lo proximo

Dinamic sailing:
- con la puesta a punto que tenemos si el viento baja que hacemos. Ej. baja el viento y veniamos con vang suelto y vela twisteada. Lo proximo es si hay calma meter vang",,,,,
mTAAFSrKQaOLdm1q16a18Q,Training,cKL1Uo11QDWnwEfu0vz39Q,"1/12/2025, 9:30:00 a. m.","1/12/2025, 12:00:00 p. m.",,,"Laylines cambian depende como vengo en la regata de puesto/ contra quien peleo. 

Ver las fases en la largada pq si recien entro la izq o si ya entro hace 1min es muy distinto pq si ya entro hace rato lo prox es derecha, sino me puedo meter un poco y dsp ir.

Paso battens para bajar proa en el lugar.

",,,,,,
0a72Cy3vS-GAMitN3ZXbrQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"2/12/2025, 9:30:00 a. m.","2/12/2025, 11:30:00 a. m.",,,"Call de modo post maniobra en layline
Call 2,1 rounding

","Laylines cenida: mirarlo mas durante los ultimos segundos.

Llevar mas atras en la popa lo q voy a hacer en la segunda cenida. Asi no se me junta todo en la boya. No solo decir q hago sino que veo.

Si me alejo del plan pq p ejemplo otro barco me hizo virar, tengo q preguntarme cuando me vuelvo a ir para stick to the plan.

Cuando miro el viento desde la largada, saber mi proyeccion para saber de q zona largar. 

Post largar decir si agarre el lane q queria o dnde esta lane q quiero y como llego a eso

Decirle gate pin y gate lancha. En vez de izq y derecho",,,,,
8gWGEFD4RkWQ9wbSGr0Jcg,Training,cKL1Uo11QDWnwEfu0vz39Q,"6/12/2025, 6:27:00 p. m.","6/12/2025, 8:27:00 p. m.","- derivadas tiempos hasta la boya Y procedimientos 
- resolver chupador mayor
- soltada controles
- gibe set estando mas a proa",,"- arriadas maxi dynamico con la soltada de mayor, yo trasladarme y avisar cuando estoy
- comentar despues de las maniobras esta fue buena, esta fue mala, lo mismo con los laines e ir buscando el ajuste
- salidas de las viradas ian style","- hablar de la lectura de la cancha antes de meternos al recorrido 
",,,,,
STy7U3.mQee-Xag.dhWRtg,Training,cKL1Uo11QDWnwEfu0vz39Q,"7/12/2025, 5:45:00 p. m.","7/12/2025, 6:58:00 p. m.","- derivadas tadeo a la mayor
- mejorar el balance en linea recta
- salir mejor seteados los dias de survival",,"- trasluchadas dejando el globo cuchilo
- velocidad antes de entrar a la derivada 
- soltar un poco de foque antes no todo y que quede amordazado desp
- El alto + 1 cazado va muy bien, mas estable","- entrada a las viradas con la mayor pateando: 
- entradas al barco los dos
- salir antes que el barco en las viradas no pensarla
- pasada de globo post cuchillo
- setear el barco antes de los dias survivol
- soltar la mayor bien continuo mientras deriva + cazar rapido post",,,,,
im2w7uvcSnucWKSQ5q9uIw,Training,cKL1Uo11QDWnwEfu0vz39Q,"9/12/2025, 5:00:00 p. m.","9/12/2025, 7:05:00 p. m.","Viradas detectar cals: aplanamos y vamos

Call nathan: arriada tenprano cuando fuimos largo de lane

Virada: usarla como indicador de venir mal seteado

Hablar de la proyección del dia pasa saber como ir seteando, ej. si va a ir subiendo en caso de duda apretas mas vueltas",,"- derivadas a la mayor Y controles sobre la boya: fluyo mejor el barco, clave subirme de trapecio
- Llevada en linea recta ir detectando con donde vuela la mayor donde estamos de setting
- Priorizar la mayor Y después engancharme post virada mejoró mucho 
","- fino de puesta a punto anticipando lo que dice el prono
- trasluchada sin pausar en el medio mejorar la pasada haciendo eso
- que no se escore en la entrada a las traslu por ir a las donas


Notas klaus:

Mis notas de hoy más importantes:
-evaluar si la condición tiende hacia un lado o hacia el otro y en base a eso de que lado quedamos con las vueltas en el rig

-cuando estamos mal seteados freanar y recalibrar set up (a no ser que queramos navegar fuera de setting para practicar). Nos damos cuenta mirando cuán abierta va la mayor

-usar las boyas del canal para los laylines!!!! Seguimos dejando pasar muchas boyas que nos pueden ayudar para afinar ese punto",,,,,
3w-P7kXTS2WoYiy1h0GW1g,Training,cKL1Uo11QDWnwEfu0vz39Q,"10/12/2025, 9:58:00 a. m.","10/12/2025, 12:49:00 p. m.","- trabajar low speed manuvers
- elegir lado de la cancha y cuidar el plan si vengo por un lado porque lo elegimos y cambia algo un barco o algo nos hace virar - y nos estamos yendo para el otro lado (preguntar si hay cambio de plan o si volvemos)
- viradas apretando la mayor
- llevada navegar mirando las preciones y apretar mas la mayor y mas hike - no dejar volar la verde muy alta",,,"- a penas terminamos acomodar escotas
- 001 sin ir a proa y con foque suelto
- bajar proa sin avanzar. Usar bien el peso, primero mas a sota cuando baja la proa peso a barlo y desp medio
- doble viradas tipos: si estamos pegados al barco de sota no tirar temprano del trapecio porque te pegas 
-meterle mas peso del nuevo lado si hice primer virada c grip.
-no estar yendo para atras cuando quiero hacer la maniobra de bajar proa sin acelerar.
",,,"Laylines cambian depende ckmo vengo en la regata

Si vengo 8/10 MNM en la popa. Evito barco q me haga ir al crntro de la cancha y me voy para defender un lado.

Si habia mas presion en mi espalda es decir en izq, mi modo a la derecha, al supuesto nuevo role, es alto, pq no estoy 100% q exista.",,
TMMzsfgbRPCAzomVAg4CGQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"11/12/2025, 9:00:00 a. m.","11/12/2025, 11:15:00 a. m.",,,"Salir usando todas las boyas de layline.

Mejor en general los movimientos de prelargada","Usar los pies para pasar los battens.

Traer mas adelante el plan de popa y lo mismo para la segunda cenida. 

2,1,voy

Virada salida mas de maxi.

Hablar mas de esloras a la linea en la largada.

Modo c crunches rapidos para mantener la veloza y estabilidad
",,,,,
a.7nsNkyNRsinFTmbnTsBlg,Training,cKL1Uo11QDWnwEfu0vz39Q,"12/12/2025, 8:35:00 a. m.","12/12/2025, 10:49:00 a. m.","- observar la comunicación de mateo y euge
- trabajar el desarrollo de nuestra comunicación 
- mejorar la prevision de problemas en el barco
- laylines y geometria y boyas favorecidas
- Timing de las arriadas en base a la mañobra
- tirar los laylines para que las mañobras sean con kiwi en las boyas
- simular situaciones de regata y de como correriamos (comentarios mateo hoy es un día que es utopico correr por el medio)",,"-mejor comunicación nuevos elementos a seguir puliendo que hacen la diferencia esos extras que veiamos en mateo
- detalle de euge aun con el corazon en la boca identificar la salida de la mañobra con presion
- mateo hablar en las situaciones de complicacion + hablar para calibrar sensaciones
- Importancia de cuando peor estamos ser capaz de mas poder comunicar para poder salir de ahi
","- timing de las viradas - dejar a maxi en esa condición + buscar salir tipo ian mas a proa
- cantar los laylines de las largadas e info de la big picture mientras el timonel esta en el micro
- usar la comunicación como elemento de construcción del pensamiento (analisis de mateo - comunicando te obligas a razonar y no dar por hecho)",,,,,
YlPvujDuRkGnFGl3ygFFfw,Training,cKL1Uo11QDWnwEfu0vz39Q,"13/12/2025, 10:30:00 a. m.","13/12/2025, 1:00:00 p. m.","- low speed manouvers (acompañar con los pesos y poder lagar cerca del comite para dar la lancha)
- mañobras con moño (llegando como barco interno a las boyas)
- gibe set acompañado con los pesos buscando el set lo antes posible 
- modo alto en ceñida
- modo alto en popa
- laylines en la largada
- forma de moverse tipo klaus teniendo en cuenta el development del barco + call tuyo el barco mientras pasas a adelante, etc",,,"- forma de tirar en la izada
- momento para entrar en la derivada
- anticipar el tipo de mañobra y el tipo de lane
- arriar antes si la prioridad es virar
- finesa con los pesos en el movimiento del barco
",,,,,
CGD9UdcpRZuAQTD2ZJp6KQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"15/12/2025, 9:00:00 a. m.","15/12/2025, 11:30:00 a. m.","-izada mas fuerte y con mas uso de la extensión de los brazos
- viradas dejando a maxi salir y acelerar
- arriadas en laylines externos mateo
- pizar la escota en la arriada
- cantar la que viene, por cuanto y que vamos a hacer anticipadamente como si se trata del plan estratégico 
- ",,,,,,,,
N137gz6gTuuoUzYQuh4OXA,Training,cKL1Uo11QDWnwEfu0vz39Q,"16/12/2025, 5:13:00 p. m.","16/12/2025, 6:23:00 p. m.","- izada usando bien los brazos
- virada sale prinero max
- comunicar viene presion o calma + plan trap cambio de modo, etc
- trabajo comunicación + mirar mas el viento ",,,,,,,,
m91bEvm0QTqoXjj5D-WwOA,Training,cKL1Uo11QDWnwEfu0vz39Q,"19/12/2025, 5:30:00 p. m.","19/12/2025, 7:30:00 p. m.","- dar dos vueltas con intentencidad y limpias: condicion: 13 - 15

- back wind en la mayor buscar un % un poco mayor (balance altura de foque y vang)

- kiwi drop vieniendo desde hot lane

- No pasar el globo en el kiwi

- trasluchadas haciendo mas tarde el pase del globo


",,"- dimos las vueltas limpias
- trasluchada sin bajar la proa

- mejorar comunicación si viene esto lo prox es esto, etc
- call ian cuando se abrian a buscar una negada diciendo lo prox es mas cuni, etc
- diferencia de comunicación con los janovs: no se entendian, calls contradictorios, no se escuchaba un plan estratégico, call de tipo estoy perdiendo la major no puedo evitar ","- izada salir maxi mas bajo y apretar de inmediato post izada
- deribada ir fino a los controles y mantener el barco rapido 
- deribada ian mano a la parte de atras del rail
- movimiento del barco en la linea: mas foque post primer virada, si va foque va peso, lograr y entrenar esperar con los pesos más afuera y contra escora y que avance lo menos posible ",,,,,
7uQrKpPHRzeovraEq9a1bw,Training,cKL1Uo11QDWnwEfu0vz39Q,"21/12/2025, 12:00:00 p. m.","21/12/2025, 1:40:00 p. m.","- generar relato del viento mientras vamos navegando

- viradas bajando suave y cambiando las manos antes

- pegada de la arrancada por afuera de los cables o por adentro + pegar con la mayor + suelta

- hablar que viene y conectar eso con que es lo proximo en cuanto a modos y donde van a quedar los cuerpos después del nuevo viento

- Usar el crunch explosivo y mas micro movimientos durante la linea recta en ceñida para aprovechar mas la presión 

- buscar los limites de lo mas temprano que se puede ir al trapecio en popa

- sentir donde esta el globo para avisar a maxi los limites y en donde esta volando",,,,,,,,
0tSQQL9.QASX15foYOFa2A,Training,cKL1Uo11QDWnwEfu0vz39Q,"25/12/2025, 5:15:00 p. m.","25/12/2025, 7:30:00 p. m.","- navegar los crossover mirando la vela y apretando en las rachas para que no se abra la mayor cuando pega 

-viradas con la mayor bien apretada para que gire rapido

-izada brazos estirados 

- pegar juntos post izada

- trasluchada con mucho aparente y sale a menos es importante salir con el globo un pcoo mas cazado del promedio asi maxi puede buscar proa mas alta, también si es por popa ir lo mas a proa que se permita 
",,- viradas crossover estan saliendo con mucha presión clave patada del caballo + mayor bien in en la entrada + dejar un pcoo a maxi asi el acelera timon,"- bajar de trap con una mano y moviendo o sacudiendo lo menos posible 

- usar la cuerpiada para atras en el choop, con la mano en el ala y pies en el rail

- trabajar esa zona que vas en rail saliendo y entrando con la espalda bien baja y por mas que ya estamos adentro hacer los crunch explosivos ",,,,,
9pOTGXv0RZi6v0XHavco0Q,Training,cKL1Uo11QDWnwEfu0vz39Q,"26/12/2025, 6:00:00 p. m.","26/12/2025, 8:00:00 p. m.","- virada entrada bien explosiva, salida cuando hay mucho chop soltar mucha mayor y salir quedarme bien colgado y dsp gancho

-trasluchada dejando el globo + cuchillo mientras paso al otro lado

- cuando es virada a lane corto en ceñida sacarlo con + grip

- ",,"Sin miedo a virar rapido. Y soltar en la salida en las q son c mucho chop. Tadeo salir mas para adelante y no apurarse a engancharse.

Derivadas largas, altos de trapecio y mucho foco en ir soltando mayor en todo el trayecto sin ir a la dona.

","En promedio largo de laylines de popa. 
Recorridos no tan prolijos

Distinguir cuando es viento para hacer ocho mas redondo o voy a tener q ir rapido pq ya sopla. Eso me cambia cuando voy a tener q arrancar a derivar",,,,,
n5qCXVNTSWKmPeJmDTqqeQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"28/12/2025, 9:20:00 a. m.","28/12/2025, 11:40:00 a. m.","- linea recta transiciones, sacar vang antes de la presiones y esperarlo ya para toca y salir a fondo

- Trabajar paso a proa en las transiciones que se pueden bancar solo con darle un paso y sin controles

- trasluchadas de buenas a malas hacer bien el balance para que maxi pase battens y pegar suave 

- cambio de puesta a punto a medida que va cambiando

- marcar cambio de condicion post cambio (enfatizando)",,- timing en la entrada de la virada por mas que sople poco contraredtar ese instinto de esperarlo mas y confiar que con la mayor bien in el barco gira más rápido y sale con mas grip,"- el prono decia que calmaba tener eso en cuenta para ir poniendo puesta a punto en eso

- viradas cuando calmo buscar salir con un poco mas de presion y con foco en el development",,,,,
a4jEQ7mBRKqKu8XTKZMzHQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"29/12/2025, 6:00:00 p. m.","29/12/2025, 7:30:00 p. m.",,,"Arrancadas tadeo pasando p fuera del cable. Se va para proa, escoramos y le damos mas agresivo q normalmente, nos metemos y dsp ya la segunda salida nos deja bloqueados y enganchados —) usar ambos la pierna de afuera para bajar bien la proa

Arriada pizando la escota y cuidando la veloza q se tiene

Virada con pegada larga buscar dejar caer la escora d manera suave y prolongadada

","Anticipar mas todavia modo para hacer ajustar layline al barlo. - ir sintiendo limite de mayor ir en el modo alto 

Pasar unos battens en gybes",,,,,
Hvqofsb8QYKy8HWPs6B0LA,Training,8XlvThljTuGTZWmc1fXCgg,"3/1/2026, 4:50:00 p. m.","3/1/2026, 6:50:00 p. m.","- bajar 15 antes
- mover barco en la pre largada
- anticipar los cambios y mirar el viento (hoy estuvo bien falto laburar mas el comunicar que cambios se van a hacer)
- anticipar las trancisiones",,"- modos, mirar viento, y mirar a los otros barcos
- cambios en puesta a punto, ian mantuvo 8 nosotros vajamos a 4 y desp subimos a 6. Lo bueno fue ir adaptando desp falta desp pulir criterios","- hablar que se va a hacer
- avisar cuando alguien va a hacer algo tipo subir trap
- call ataco virando ataco trasluchando
",,,,,
2OQrq0QxSbyrIIe-zZVNYw,Training,a.8silI8sRdWTUuoCunC8CA,"3/1/2026, 4:30:00 p. m.","3/1/2026, 6:15:00 p. m.","Back to the boat
Warm up and move",,"Efficiency to be ready for a sail 

Tough offshore condition to be first day out and some good feelings and energy

Coordination and sync on the prestart with the tactical situations","Coms when we are getting on a boat to boat situation to think how the progresión to the 3 boat length would it be

Coms of pressure at the exit of manouvers

Transitions DW. Getting into lulls, Nev should do the macro and Ian micro. That way we can keep triming the kite on the sweet spot and be closer to vmg and kite trim as close as possible of perfect",,,"-DW: gybing on a boat that is allready on layline of one of the marks, get as closer a possible thinking in the 3 boat lengths clear ahead to avoid any situation. (On the way ti the mark, work the mode and tell the other boat about overlap o things related to getting infront at the 3BL)

-priorities:
80% looking at the wind, strategy and tactical desicions with the fleet
20% moding to stay on the wind or to be on a strong position in the future if wind shifts, way of sailing the boat (controls, tight or twist leach, grip or not in the rudder). Anticipating big transitions to share how do we will end up standing on the boat (“next one I move in you stay”, “next one we will both in”)",,
CGbPW2QGRIq93bCncDnmjA,Training,8XlvThljTuGTZWmc1fXCgg,"4/1/2026, 10:10:00 a. m.","4/1/2026, 12:30:00 p. m.","- finos con cambios de viento y puesta a punto
- hacer ",,"Cuando llego al barlo lento, izo alto pq busco velocidad. Si llego rapido busco angulo. 

Buen nathan drop.

Bien la intensidad

No abusar del cano","Saber cuando dejar de pelear en la largada. Y poder frenar para no acercarme tanto a la linea.

Como lograr misma intensidad pero todo mas suave. Trapecios y eso. 

Tadeo mas foco en dnde esta la proa en el exit de la virada asi se dnde va la mayor y no se me hookea para arriba o tenga q cruzar el timon. 



",,,,,
YtZH88lFTDWkVB8Qt2CfFQ,Training,a.8silI8sRdWTUuoCunC8CA,"4/1/2026, 10:30:00 a. m.","4/1/2026, 12:30:00 p. m.",,true,"Attitude, we are happy to be under preassure and learn from situations

","Kinetics when the chop comes

Automatize gybe steps

When tacking in marginal doble trap in the exit, Ian landing in the new wing, waiting for nervin to go out and then he follows 


",,,"When approaching the gates to a boat that is on layline, we should try to gybe as close as posible knowing that after the gybe, we should work the mode to see if we can enter to the zone before them",,
bCnRkrrkSWyKQuD7hNSPjg,Training,8XlvThljTuGTZWmc1fXCgg,"4/1/2026, 5:00:00 p. m.","4/1/2026, 7:00:00 p. m.",,,Viradas saliendo a proa. ,"Cuando estabamos tapados de ojos vimos eso de las calls de no solo decir q hacer sino dar contexto asi relaciono contexto c grip y se si es todo timon (cuando levanta) o si tmb me tengo w meter si pierdo grip (cuando calmaba).

 Ver como soakear y gybe lenta para q cuando me tira el q se comio el viento sucio  mio no me mate y pueda sobrevivir.

Si lo piso a nevin en cenida, ya tener el call de que hacemos si… en general mas de estos calls.
",,,,,
y4Yr2pWLSry8UHoIMt8VzA,Training,a.8silI8sRdWTUuoCunC8CA,"4/1/2026, 5:30:00 p. m.","4/1/2026, 7:30:00 p. m.",,,"Tack exits. Ian waiting on the new wing to give more power to Nev, this helps to bring faster the bow down as Nev is able to punch harder on the tiller while moving out

Gybe exits knowing the at some we will get rolled and taking the most of it to delayed it as much as possible

DW comms. Ian giving great feedback of sheet feel to help Nev in with the drive","Tacks and gybes entries with bodies staying lower 

UW stability",,,,,
KfuiLI-rRZmhECiOk9m-Sg,Training,a.8silI8sRdWTUuoCunC8CA,"5/1/2026, 3:40:00 p. m.","5/1/2026, 7:10:00 p. m.",,,"Wolf mode when we were behind them

Tacks! Low entry and forward exits

Kiwi drops (keep trying kit trim till we gybe instead of collapsing it early)
","Tacking Under 6knts, it’s all about turning in the middle quick and accelerating the way out for Nev to pop battens and help the bow to go down in the exit (if we wait, bow will never come down cause battens are still inverted and we loose the heel too)

Jib trim in the tacks when there’s chop and not full power in the exits",,,,,
